,Tag,Url,Claps
152,Tag_college,https://medium.com/@nicolascole77/5-college-life-hacks-everyone-should-know-b7a02d8b67ca,4910.0
153,Tag_college,https://medium.com/the-mission/the-value-of-the-college-degree-is-crashing-heres-how-to-fix-it-cd7a1e116396,4400.0
154,Tag_college,https://medium.com/the-mission/i-failed-to-prevent-my-kid-from-going-to-college-db061c7346c6,4300.0
155,Tag_college,https://medium.com/@CraigHarper19/its-official-trigger-warnings-might-actually-be-harmful-3e8acaae098b,3900.0
156,Tag_college,https://medium.com/@mediaclub.iitbhu/sometimes-i-feel-why-us-a71af4eb61a4,2600.0
157,Tag_college,https://medium.com/@MaryMcGee2019/im-bipolar-8c3dba0af897,2600.0
158,Tag_college,https://medium.com/the-post-grad-survival-guide/heres-what-i-wish-i-d-known-in-my-20s-c266382c36a8,2600.0
159,Tag_college,https://medium.com/lucas-moyer/book-launch-a636b515eca4,2500.0
160,Tag_computer-science,https://towardsdatascience.com/10-common-software-architectural-patterns-in-a-nutshell-a0b47a1e9013,20000.0
161,Tag_computer-science,https://hackernoon.com/the-beauty-of-go-98057e3f0a7d,11000.0
162,Tag_computer-science,https://hackernoon.com/full-stack-web-development-the-complete-roadmap-9fe43ec0ba32,10500.0
163,Tag_computer-science,https://hackernoon.com/common-excuses-why-developers-dont-test-their-software-908a465e122c,7500.0
164,Tag_computer-science,https://hackernoon.com/practical-functional-programming-6d7932abc58b,7200.0
165,Tag_computer-science,https://medium.com/@caspervonb/in-memory-of-dennis-ritchie-b3304f1b86ff,6900.0
166,Tag_computer-science,https://medium.com/basecs/finding-the-shortest-path-with-a-little-help-from-dijkstra-613149fbdc8e,6700.0
167,Tag_computer-science,https://uxplanet.org/designing-for-human-attention-ac0abe3d657d,6700.0
168,Tag_computer-science,https://codeburst.io/getting-into-software-development-ca6b8d4ce49e,4800.0
169,Tag_computer-science,https://medium.com/basecs/less-repetition-more-dynamic-programming-43d29830a630,4200.0
170,Tag_creativity,https://medium.com/personal-growth/want-to-reduce-brain-fog-and-improve-clear-thinking-give-up-these-things-immediately-1bfee44f4dd7,39000.0
171,Tag_creativity,https://uxplanet.org/10-small-design-mistakes-we-still-make-1cd5f60bc708,39000.0
172,Tag_creativity,https://medium.com/personal-growth/the-cure-for-an-anxious-sucky-life-in-less-than-550-words-81898c821ebd,30000.0
173,Tag_creativity,https://medium.com/the-post-grad-survival-guide/eliminate-procrastination-by-asking-two-incredibly-simple-questions-d8a3c926ae35,29000.0
174,Tag_creativity,https://medium.com/personal-growth/bad-habits-you-must-break-immediately-to-build-a-successful-life-in-2018-ca7268ebc236,27000.0
175,Tag_creativity,https://medium.com/the-mission/5-essential-investments-every-human-being-should-make-in-themselves-121771565384,25000.0
176,Tag_creativity,https://medium.com/@benjaminhardy/this-10-minute-routine-will-increase-your-clarity-and-creativity-c8ee786586cd,25000.0
177,Tag_creativity,https://medium.com/@thisisgorman/why-are-white-dudes-the-only-people-who-leave-negative-comments-on-my-essays-8a86c8d2cbaf,24000.0
178,Tag_creativity,https://medium.com/personal-growth/the-2-hour-rule-the-genius-of-einstein-darwin-and-nietzsche-applied-b276acce84c,22000.0
179,Tag_creativity,https://medium.com/the-mission/this-10-minute-routine-will-increase-your-memory-and-creativity-b4f4dc7161ce,22000.0
180,Tag_cryptocurrency,https://medium.com/@jimmysong/why-blockchain-is-hard-60416ea4c5c,88000.0
181,Tag_cryptocurrency,https://medium.com/@SPINDLE_ZONE/vol-1-e971530bdc56,83000.0
182,Tag_cryptocurrency,https://medium.com/uchain/fbg-invests-in-and-partners-with-uchain-28049a2ec0c5,56000.0
183,Tag_cryptocurrency,https://medium.com/s/the-crypto-collection/you-dont-understand-bitcoin-because-you-think-money-is-real-5aef45b8e952,51000.0
184,Tag_cryptocurrency,https://medium.com/@khawanks/ingot-coin-launches-2-500-000-airdrop-campaign-2-500-000-icc-will-be-dropped-e8d9bd9e366a,40000.0
185,Tag_cryptocurrency,https://medium.com/@khawanks/breaking-news-new-series-of-ingot-mini-airdrops-starts-today-raffle-and-contest-included-41d7bf18cad3,30000.0
186,Tag_cryptocurrency,https://medium.com/nauticus-blockchain/confirmed-listing-partners-5a2c6357b30c,25000.0
187,Tag_cryptocurrency,https://medium.com/@dennyk/why-and-how-the-cryptobubble-will-burst-de9bc7fc5332,24000.0
188,Tag_cryptocurrency,https://hackernoon.com/the-five-keys-to-crypto-evolution-94be921e6354,19300.0
189,Tag_cryptocurrency,https://medium.com/@investauk/whats-new-about-investa-de36e665b983,18900.0
190,Tag_culture,https://medium.com/personal-growth/the-most-important-skill-nobody-taught-you-9b162377ab77,291000.0
191,Tag_culture,https://medium.com/newco/towards-a-bra-free-instagram-experience-3e43273b611f,79000.0
192,Tag_culture,https://psiloveyou.xyz/we-were-not-dating-6ba9a18751cc,36000.0
193,Tag_culture,https://eand.co/do-americans-understand-putting-kids-in-camps-meets-the-definition-of-genocide-60f428d229ff,30000.0
194,Tag_culture,https://medium.com/@ztrana/leonardo-da-vinci-how-to-see-the-world-like-nobody-else-7eb9d60dacac,24000.0
195,Tag_culture,https://medium.com/@ztrana/the-connection-equation-how-to-build-strong-relationships-3b746f8e9a54,24000.0
196,Tag_culture,https://medium.com/@davepell/shithole-usa-90b8a52ad86a,22000.0
197,Tag_culture,https://medium.com/wordsthatmatter/truth-matters-2f281b5a748d,21000.0
198,Tag_culture,https://medium.com/@ztrana/the-philosophical-argument-for-working-less-and-wasting-time-71bbbcb7310b,20000.0
199,Tag_culture,https://byrslf.co/why-this-sudden-trans-kids-trend-8bd0f9809fc4,18400.0
200,Tag_data,https://medium.com/swipecrypto/partnership-swipe-bluzelle-building-swipes-decentralized-database-82c21b535947,37000.0
201,Tag_data,https://hackernoon.com/your-facebook-data-is-creepy-as-hell-319ae47117e6,28000.0
202,Tag_data,https://medium.com/tomyum/how-are-readers-ing-on-medium-7a2196b9675f,23000.0
203,Tag_data,https://medium.com/s/trustissues/find-out-what-google-and-facebook-know-about-you-31d0fa6d7b61,19000.0
204,Tag_data,https://blog.iota.org/iota-data-marketplace-cb6be463ac7f,16900.0
205,Tag_data,https://medium.freecodecamp.org/i-dont-understand-graph-theory-1c96572a1401,12800.0
206,Tag_data,https://medium.com/@REMECoin_io/facebooks-data-breach-calls-for-increased-control-and-security-for-the-user-e4999a629554,10200.0
207,Tag_data,https://medium.com/@REMECoin_io/advertising-revenues-and-the-exploitation-of-user-content-4cd8687d951e,9500.0
208,Tag_data,https://codeburst.io/what-im-telling-business-people-about-why-relational-databases-are-so-bad-6f38d3d6c995,9400.0
209,Tag_data,https://medium.com/s/story/your-privacy-is-over-ed72d06418f1,8900.0
210,Tag_data-science,https://medium.freecodecamp.org/what-can-you-do-with-python-the-3-main-applications-518db9a68a78,32000.0
211,Tag_data-science,https://towardsdatascience.com/why-so-many-data-scientists-are-leaving-their-jobs-a1f0329d7ea4,30000.0
212,Tag_data-science,https://towardsdatascience.com/a-tour-of-the-top-10-algorithms-for-machine-learning-newbies-dde4edffae11,22000.0
213,Tag_data-science,https://blog.jupyter.org/jupyterlab-is-ready-for-users-5a6f039b8906,21000.0
214,Tag_data-science,https://medium.freecodecamp.org/how-airlines-dont-care-about-your-privacy-case-study-emirates-com-6271b3b8474b,17500.0
215,Tag_data-science,https://medium.freecodecamp.org/regex-was-taking-5-days-flashtext-does-it-in-15-minutes-55f04411025f,16200.0
216,Tag_data-science,https://towardsdatascience.com/the-5-clustering-algorithms-data-scientists-need-to-know-a36d136ef68,14500.0
217,Tag_data-science,https://medium.com/@rchang/a-beginners-guide-to-data-engineering-part-i-4227c5c457d7,13100.0
218,Tag_data-science,https://blog.producthunt.com/ubers-credit-card-is-bankrupting-restaurants-and-it-s-all-your-fault-af76ea9ca46d,13000.0
219,Tag_data-science,https://towardsdatascience.com/python-is-the-perfect-tool-for-any-problem-f2ba42889a85,12800.0
220,Tag_data-visualization,https://medium.com/@bjcampbell/everybodys-lying-about-the-link-between-gun-ownership-and-homicide-1108ed400be5,7800.0
221,Tag_data-visualization,https://medium.com/google-news-lab/what-is-the-pizza-capital-of-the-us-8611a1ca6e41,5600.0
222,Tag_data-visualization,https://towardsdatascience.com/15-stunning-data-visualizations-and-what-you-can-learn-from-them-fc5b78f21fb8,4990.0
223,Tag_data-visualization,https://blog.prototypr.io/mapbreaking-22bb9785e7a4,4800.0
224,Tag_data-visualization,https://medium.com/@giorgialupi/bruises-the-data-we-dont-see-1fdec00d0036,4600.0
225,Tag_data-visualization,https://medium.com/sketch-app-sources/chart-the-most-powerful-data-visualization-plugin-for-sketch-6849155e09ab,3700.0
226,Tag_data-visualization,https://medium.com/dailyjs/the-trouble-with-d3-4a84f7de011f,3300.0
227,Tag_data-visualization,https://medium.com/@geoffgolberg/when-bots-attack-af7f9f87b612,2900.0
228,Tag_data-visualization,https://uxplanet.org/10-rules-for-better-dashboard-design-ef68189d734c,2900.0
229,Tag_data-visualization,https://medium.com/flutter-io/beautiful-animated-charts-for-flutter-164940780b8c,2400.0
230,Tag_deep-learning,https://towardsdatascience.com/how-to-learn-deep-learning-in-6-months-e45e40ef7d48,12600.0
231,Tag_deep-learning,https://medium.com/@ageitgey/how-to-break-a-captcha-system-in-15-minutes-with-machine-learning-dbebb035a710,12400.0
232,Tag_deep-learning,https://medium.com/@andrewng/deeplearning-ai-announcing-new-deep-learning-courses-on-coursera-43af0a368116,8800.0
233,Tag_deep-learning,https://towardsdatascience.com/linear-algebra-for-deep-learning-f21d7e7d7f23,8300.0
234,Tag_deep-learning,https://towardsdatascience.com/the-fall-of-rnn-lstm-2d1594c74ce0,8200.0
